// key	CHAT_SPA_
sc001_spa_1	呼…沒什麼比寵愛自己一下更好的了♥
sm124_spa_max	我只有一件是想跟你說：那就是走自己的路。不管你去哪，我都會跟在你身後。
sm125_spa_1	我突然抵擋不了…睡意…
sm125_spa_2	讓我們稍微逃離複雜的社會，然後休息一下吧。
sm125_spa_3	真高興我遇見了你。每次跟你聊完天，對你的感情都會加深，我們間的羈絆真的很特別。
sm125_spa_max	我只有一件是想跟你說：那就是走自己的路。不管你去哪，我都會跟在你身後。
sm126_spa_1	我突然抵擋不了…睡意…
sm126_spa_2	讓我們稍微逃離複雜的社會，然後休息一下吧。
sm126_spa_3	真高興我遇見了你。每次跟你聊完天，對你的感情都會加深，我們間的羈絆真的很特別。
sm126_spa_max	我只有一件是想跟你說：那就是走自己的路。不管你去哪，我都會跟在你身後。
sm127_spa_1	我突然抵擋不了…睡意…
sm127_spa_2	讓我們稍微逃離複雜的社會，然後休息一下吧。
sm127_spa_3	真高興我遇見了你。每次跟你聊完天，對你的感情都會加深，我們間的羈絆真的很特別。
sm127_spa_max	我只有一件是想跟你說：那就是走自己的路。不管你去哪，我都會跟在你身後。
sm128_spa_1	我突然抵擋不了…睡意…
sm128_spa_2	讓我們稍微逃離複雜的社會，然後休息一下吧。
sm128_spa_3	真高興我遇見了你。每次跟你聊完天，對你的感情都會加深，我們間的羈絆真的很特別。
sm128_spa_max	我只有一件是想跟你說：那就是走自己的路。不管你去哪，我都會跟在你身後。
sm136_spa_1	你可以幫我把這個脫下來嗎？
sm136_spa_2	你有聽說我契約者的事嗎？聽說她過得比以前還好。我那麼努力保護她是有價值的。
sm136_spa_3	不管戰鬥有多辛苦或是有多累，永遠不要放棄。我會保護你的。
sm136_spa_4	我喜歡你是因為你很誠實，而且比起其他人來說更親切。
sm136_spa_max	我的身體被拘束了，但是十分很自由。這都要感謝你。
sm137_spa_1	讓我幫你刷乾淨。
sm137_spa_2	我不累啊。我找到身為你Child的力量了。主人，我能也願意為你完成任何事。
sm137_spa_3	你希望成為我的朋友？可是主人啊，我們已經是朋友了啊。
sm137_spa_max	主人，我……我，我愛你。真的。
sm141_spa_1	別這樣看著我。這很難為情…
sm141_spa_2	像你這樣蓬頭散髮的小矮子成為魔王實在太……哈哈哈！啊！你幹嘛打我？！
sm141_spa_3	我收到妲比的信了。你嫉妒嗎？而且不是什麼普通的信喔。是封幸運信喔！
sm141_spa_4	有的時候我會做惡夢。睡醒後我不記得內容了，但還是會有一段時間感到恐懼。我討厭這樣的感覺。
sm141_spa_max	我不想嚇人了！你問為什麼？因為我有你在身邊啊！你可能是個白癡，但也好過一個人。不過我還是不會叫你「主人」。
sm142_spa_1	你打算在這裡待多久啊？
sm142_spa_2	你看了很礙眼啊。別擋路。閃邊涼快去吧。
sm142_spa_3	復仇應該要如烈火一般。將你的敵人燒焦、燒盡他們周邊的事物，最後把你自己燒了，直到一切都化為灰燼為止。
sm142_spa_max	在完成復仇後，剩下的只會是空虛。不過我感覺你能填滿我心中的空虛。
sm143_spa_1	你打算在這裡待多久啊？
sm143_spa_2	你看了很礙眼啊。別擋路。閃邊涼快去吧。
sm143_spa_3	復仇應該要如烈火一般。將你的敵人燒焦、燒盡他們周邊的事物，最後把你自己燒了，直到一切都化為灰燼為止。
sm143_spa_max	在完成復仇後，剩下的只會是空虛。不過我感覺你能填滿我心中的空虛。
sm144_spa_1	你打算在這裡待多久啊？
sm144_spa_2	你看了很礙眼啊。別擋路。閃邊涼快去吧。
sm144_spa_3	復仇應該要如烈火一般。將你的敵人燒焦、燒盡他們周邊的事物，最後把你自己燒了，直到一切都化為灰燼為止。
sm144_spa_max	在完成復仇後，剩下的只會是空虛。不過我感覺你能填滿我心中的空虛。
sm145_spa_1	你打算在這裡待多久啊？
sm145_spa_2	你看了很礙眼啊。別擋路。閃邊涼快去吧。
sm145_spa_3	復仇應該要如烈火一般。將你的敵人燒焦、燒盡他們周邊的事物，最後把你自己燒了，直到一切都化為灰燼為止。
sm145_spa_max	在完成復仇後，剩下的只會是空虛。不過我感覺你能填滿我心中的空虛。
sm146_spa_1	你打算在這裡待多久啊？
sm146_spa_2	你看了很礙眼啊。別擋路。閃邊涼快去吧。
sm146_spa_3	復仇應該要如烈火一般。將你的敵人燒焦、燒盡他們周邊的事物，最後把你自己燒了，直到一切都化為灰燼為止。
sm146_spa_max	在完成復仇後，剩下的只會是空虛。不過我感覺你能填滿我心中的空虛。
sm148_spa_1	一起泡溫泉的時間到了♪\沒什麼比這更好的了♪
sm148_spa_2	我才不是想讓你認同我的技能！完全不是！我想做自己的音樂，別來管我！
sm148_spa_3	是命運讓我們相遇的嗎？就像命運女神將我們用紅線綁在一起那樣嗎？
sm148_spa_max	音樂絕不說謊，所以去唱唱歌吧。投入你的靈魂。我想知道你真實的感覺。
sm149_spa_1	音樂治療的時間到了！
sm149_spa_2	音樂是♪1%的靈感和99%的集中力♪來吧，惡魔，一起跟我唱♪
sm149_spa_3	惡魔！我的舞台終於出現了♪就在夜世界的最深處♪那裡黑暗靈魂狂舞！
sm149_spa_max	我愛你♪我要你♪你就是我的一切♪
sm150_spa_1	*打嗝*糟了，我覺得我有點醉了…*打嗝*
sm150_spa_2	主人，我對你一見鍾情！
sm150_spa_3	主人……主人……我想成為你的小狗狗！
sm150_spa_4	我向其他Child炫耀你是我的主人！他們都笑了！他們一定都好愛你！
sm150_spa_max	主人，你是唯一一個對我好的人！你相信我對吧？嘻嘻！
sm151_spa_1	該是我…冬眠的時候了…
sm151_spa_2	很久很久以前，在遙遠的國度裡，紅惡魔和藍惡魔相遇並結婚了。他們相愛了很長一段時間……然後他們就把對方殺了然後吃了！啊哈哈哈哈！
sm151_spa_3	我沒有家♪我孤身一人。很好玩啊！耶！超好玩！呀呼！
sm151_spa_max	夜空掛著又大又圓的月亮。喂，我們去爬山吧！我會讓月兔會有幸福快樂的生活！
sm152_spa_1	我正在升級中，就好好的期待吧！
sm152_spa_2	喂，你今天準備好了吧？我們來好好打一場吧！……什麼？你肚子又再痛了？
sm152_spa_3	我還是不敢相信自己輸給了那個惡魔，不過我還是接受了這樣的結果。我要再跟他打一次，這次我會獲勝的！哈哈哈！
sm152_spa_max	沒有什麼是比你的內心還難克服的對手。如果你能戰勝自己，那你就能戰勝一切！
sm153_spa_1	今天晚上的夢應該會是個好夢…
sm153_spa_2	不要去聽對手說了什麼。專注在戰鬥上就好。
sm153_spa_3	在成為你的Child後，我現在滿足了。我了解到就算你很沒用，只要專注在自己的事上就好。
sm153_spa_max	不管我擊退多少次夢魘，牠們總是會回歸。如果你遇到這樣的夢魘，歡迎跟我說。我會跟牠們戰到死為止。
sm154_spa_1	打擾我休息之人！\皆為邪惡。
sm154_spa_2	使用我的力量成為魔王？\荒謬。\我的力量是用來審判邪惡的。
sm154_spa_3	我是誕生自契約者的正義。\她的正義就是我的正義。
sm154_spa_4	我無法容忍兩種正義。\惡魔，你無法成為我的正義。
sm154_spa_max	惡魔。\我會讓你見識真正的正義。
sm189_spa_1	讓我的皮膚閃閃發光~
sm189_spa_2	我每天都會磨利自己的牙齒，這樣就沒有人能偷走我的寶藏了！
sm189_spa_3	你為什麼一直來找我？喔，我知道了！你也想要我的寶藏對不對？如果不是的話，那……也許你想當我的朋友？
sm189_spa_max	把你所有珍貴的寶藏交給我吧！我會守護它們的！
sm190_spa_1	從現在開始，這溫泉是我的…
sm190_spa_2	你說我要為自己的主人奉獻？我只為自己的慾望奉獻而已！
sm190_spa_3	我會讓你成為魔王。作為交換，你最好把那頂魔王王冠送給我！
sm190_spa_max	富者更富，貧者更貧。這就是自然定律。你想選哪個？
sm191_spa_1	小心你腳下…
sm191_spa_2	別去罵詐欺師。因為像他們那樣的人，大概也都被同樣的敗類騙過。哇哈哈……
sm191_spa_3	你想知道我真正的想法？挺難說的。詐欺師連自己都會欺騙，所以就連我也不知道自己有何感覺。
sm191_spa_4	如果你不想跟個冤大頭一樣被騙，那你最好學一下怎麼騙人。
sm191_spa_max	分辨實話還是謊言有那麼重要嗎？相信我說的就好了。這樣就都是實話了。哇哈哈哈……
sm192_spa_1	對一位目標是成為魔王的人來說，你還真是缺乏禮數。
sm192_spa_2	大膽狂徒！你竟敢責問我！我要讓你無法再張開自己那張無禮的嘴！
sm192_spa_3	你為什麼不聽我的話？……你說我在鬧脾氣？！你竟敢說我在鬧脾氣？！
sm192_spa_max	我是有史以來最有同情心最公正的領袖。……嗯？！誰在偷笑？！懦夫，現身吧！
sm193_spa_1	<水！> <啊！>\<不喜歡！>\<把我們弄出去……>
sm193_spa_2	<每天都在玩！>\<惡魔好！很好玩。>\<玩捉迷藏。>\<講好笑的事！>
sm193_spa_3	<我們來自很遠的地方。>\<毛球毛球們都是朋友！>\<惡魔好大！><抱抱我們！>
sm193_spa_max	<惡魔，喜歡！>\<毛球毛球喜歡惡魔！>\<不要走。> <每天在一起。>
sm194_spa_1	溫泉真好，草隆…
sm194_spa_2	我喜歡的人的排名如下： 第一名草隆。第二名草隆，沒有三四名。五六名還是草隆跟草隆。
sm194_spa_3	哇！你吵醒我了，你這大壞蛋！我正在做美夢啊，草隆。
sm194_spa_max	我不相信你，草隆！就算你對我很好，我還是不相信你。你……看起來不擅長說謊，但我還是不相信你，草隆！
sm195_spa_1	溫泉真好，光隆…
sm195_spa_2	我喜歡的人的排名如下： 第一名光隆。第二名光隆，沒有三四名。五六名還是光隆跟光隆。
sm195_spa_3	哇！你吵醒我了，你這大壞蛋！我正在做美夢啊，光隆。
sm195_spa_max	我不相信你光隆。算你對我很好，我還是不相信你。你……看起來不擅長說謊，但我還是不相信你，光隆！
sm196_spa_1	溫泉真好，火隆…
sm196_spa_2	我喜歡的人的排名如下： 第一名火隆。第二名火隆，沒有三四名。五六名還是火隆跟火隆。
sm196_spa_3	哇！你吵醒我了，你這大壞蛋！我正在做美夢啊，火隆。
sm196_spa_max	我不相信你火隆！就算你對我很好，我還是不相信你。你……看起來不擅長說謊，但我還是不相信你，火隆！
sm197_spa_1	溫泉真好，水隆…
sm197_spa_2	我喜歡的人的排名如下： 第一名沙隆。第二名沙隆，沒有三四名。五六名還是沙隆跟沙隆。
sm197_spa_3	哇！你吵醒我了，你這大壞蛋！我正在做美夢啊，沙隆。
sm197_spa_max	我不相信你沙隆！就算你對我很好，我還是不相信你。你……看起來不擅長說謊，但我還是不相信你，沙隆！
sm198_spa_1	溫泉真好，暗隆…
sm198_spa_2	我喜歡的人的排名如下： 第一名暗隆。第二名暗隆，沒有三四名。五六名還是暗隆跟暗隆。
sm198_spa_3	哇！你吵醒我了，你這大壞蛋！我正在做美夢啊，暗隆。
sm198_spa_max	我不相信你暗隆！就算你對我很好，我還是不相信你。你……看起來不擅長說謊，但我還是不相信你，暗隆！
sm199_spa_1	對一位目標是成為魔王的人來說，你還真是缺乏禮數。
sm199_spa_2	大膽狂徒！你竟敢責問我！我要讓你無法再張開自己那張無禮的嘴！
sm199_spa_3	你為什麼不聽我的話？……你說我在鬧脾氣？！你竟敢說我在鬧脾氣？！
sm199_spa_max	我是有史以來最有同情心最公正的領袖。……嗯？！誰在偷笑？！懦夫，現身吧！
sm200_spa_1	你老早就該告訴我這極好的地方了。
sm200_spa_2	真正的戰士不需要高超的戰術或是強力的武器，他們需要的只是能不顧一切保護的事物。只要有那樣的東西，他們就是無敵的。
sm200_spa_3	我偶爾會想到過去的事，然後悲從中來。儘管已經過了很多年，但依舊感覺彷若昨日。
sm200_spa_4	你要是需要幫忙，請儘管呼喚我。
sm200_spa_max	我的朋友啊，你的戰場就是我的戰場。讓我們在生命逝去前並肩作戰吧。
sm201_spa_1	主人，敵軍…在哪裡…\嘟隆隆…
sm201_spa_2	主人的命令必須服從！不管有多荒謬，我都會拼命來實現！
sm201_spa_3	你說自己想要的是友誼，而不是服從？主人，我一定是沒聽清楚你的命令！
sm201_spa_max	主人，為了讓你開心，我願意做任何事情。
sm202_spa_1	主、主人，如果我浸到水，我…就…動不了了…
sm202_spa_2	機甲指揮官跟我說別去弄亂主人的房間，就算主人已經先弄亂了也一樣。
sm202_spa_3	機甲指揮官說我是下屬，但主人說我是朋友。這讓我好亂啊！
sm202_spa_max	我害怕戰鬥，不過主人，只要我跟你待在一起，我就能克服。
sm203_spa_1	睡吧，小寶寶♪\我們夢裡見…
sm203_spa_2	你聽到了嗎？樹！花！就連路上的碎石也是！它們都在高歌。
sm203_spa_3	我們一起唱吧！歌聲能修復心碎。
sm203_spa_max	好，跟上我的節奏！我會教你世界上最美的歌曲！
sm206_spa_1	四處無人…太好了。\我們開始吧。
sm206_spa_2	弱肉強食。這世界就是這樣運作的。
sm206_spa_3	你說我要在友善一點？哈哈，別開玩笑了。想想我們身處的世界吧，我已經夠好了。
sm206_spa_max	你不喜歡這個世界？那就改變它吧。只要有心就沒什麼做不到的。對吧？
sm211_spa_1	記得要徹底的磨過一遍！\要讓它們像星星一樣閃亮！
sm211_spa_2	我喜歡主人，因為他一點也不像惡魔。\其他惡魔都太奸詐了……\一點也不好玩。
sm211_spa_3	我永遠都要待在主人身邊！\光是看著你都很好玩。
sm211_spa_max	我是主人的守護天使，天使洛特！\我永遠都會照看他。\也永遠不會失手。\困惑的主人就是讓人開心的主人。
sm212_spa_1	我工作太拼命，現在根本動不了！啊？等等，我在做什麼？
sm212_spa_2	你也是來泡溫泉的嗎，惡魔貓？
sm212_spa_3	我想水應該很髒，但你應該很冷，所以趕快進去吧。嘻嘻。
sm212_spa_max	從現在開始我會保護你，惡魔貓。我會成為守護你不死帝國的盾。
