// key	CHAT_
c001_17_boss_long	锵～锵！你好，可爱的主人♥
m202_startbt	你在叫我吗，主人？
m202_story1	主人……你看起来心情不错。看来不和那个恶魔战斗也行吗？
m202_story2	你没事吧，主人？\你从不说谎，也从不做卑劣之事。你真的是恶魔吗……\善良可是人类的特质！
m202_story3	但……等你也是我的工作啊，主人。\我会一直等你的。
m202_true1	我并不后悔成为你的Child，主人。\相反，我很高兴可以帮到你！
m202_true2	魅魔们真的很想辅佐你成为魔王。\但这不是你想要的，对吧？
m202_true3	我不会原谅想要伤害你的人，主人。\我会为你而战的。
m202_victory	回家吗？
m203_boss_long	我该唱什么歌呢？
m203_boss_short	我会为你而唱♪
m203_ctskill	加重音~♪
m203_death_1	请……让我歌唱……♪
m203_death_2	唔啊……！
m203_drive	现在正是高潮♪
m203_hit_1	唔啊！
m203_hit_2	呃啊！
m203_hit_3	唔啊！
m203_prskill	是时候跳舞了！
m203_skill	一起来唱歌吧♪
m203_spa	睡吧，小宝宝♪\我们梦里见……
m203_startbt	好好表演吧♪
m203_story1	一起跳舞吧♪\唱歌也好，跳舞也罢。\让整个静谧优雅的地方传出动人的音符♪
m203_story2	我的音乐不难理解。\你看到的和感觉到的，就是我要表达的全部……
m203_story3	鹦鹉唱着悲伤之歌……低语述说着哀伤。\啊！我的哀伤之歌永无止尽♪也许我的快乐都在你那里，恶魔……
m203_true1	我可以听见歌声♪\如风低语一般♪\那么轻柔、安静又温和……
m203_true2	嘘……安静。\夜间的星星正在唱歌♪
m203_true3	闭上眼用心听♪\如同黑暗中闪耀的光明。\这首歌会引领着你。
m203_victory	谢谢你精彩的表演♪
m206_boss_long	你该不会不知道我是谁吧！
m206_boss_short	可怜的小东西……\受死吧！
m206_ctskill	垃圾！
m206_death_1	我记住你了！你等着！
m206_death_2	啊啊啊！
m206_drive	我们地狱再见！
m206_hit_1	你会为此付出代价的！
m206_hit_2	啊！
m206_hit_3	唔！
m206_prskill	这该死的害虫！
m206_skill	啊哈哈哈哈！
m206_spa	四处无人……太好了。\我们开始吧。
m206_startbt	是谁想让我输的一败涂地……？
m206_story1	我会让你永远闭嘴的！
m206_story2	不可能！我永远都不可能成为你的部下！绝不！
m206_story3	恶名便是力量！力量就是名声。\没有人比我更适合做天堂街的老大！
m206_true1	承认吧，承认你的恐惧！\我看得出来，你吓得发抖……\哈哈哈哈哈！
m206_true2	对你这种自不量力的人，我向来是不留情面的。\所以我建议你还是乖乖地闭嘴坐下。
m206_true3	我要杀了所有阻碍我的人。\我该从哪里开始呢？\我最喜欢用牙齿将敌人碎尸万段了。
m206_victory	现在你知道我是谁了吧！
m211_boss_long	恶魔，滚回原处吧！
m211_boss_short	审判的时候终于到了！
m211_ctskill	走开！
m211_death_1	让我……回归天国吧。
m211_death_2	唔啊啊啊啊！
m211_drive	我的天！我的天！
m211_hit_1	唔哇啊！
m211_hit_2	好痛！
m211_hit_3	哇！
m211_prskill	我要净化你！
m211_skill	百发百中！
m211_spa	记得要好好地磨一遍！要让它们像星星一样闪亮！
m211_startbt	我会聆听你的祷告！
m211_story1	光是想到人类在背叛与绝望前颤抖，\哭天喊地的样子……我就感到异常愉悦啊！
m211_story2	嗨！我是天使洛特！\我来听你的祈祷了！
m211_story3	啊！我是可爱的天使洛特，\被无能主人所束缚……
m211_true1	嗨！我是天使洛特！\我来传达神谕了！
m211_true2	我将赐予你天使的祝福！\对喔，对恶魔来说，这就是诅咒吧？哈哈哈！
m211_true3	主人，我们来祈祷吧。等等，恶魔做不到对吧？\哈哈哈！
m211_victory	多亏了我的祝福！
m212_boss_long	早啊，一板一眼的朋友。
m212_boss_short	你已经到了啊？
m212_ctskill	我的力量在涌现！
m212_death_1	啊哈哈……打歪了吗？
m212_death_2	呃……
m212_drive	法老降临！
m212_hit_1	哦？
m212_hit_2	哎呀！
m212_hit_3	啊！
m212_prskill	小心点！
m212_skill	怎么了！？
m212_spa	我工作太拼命，现在根本动不了！咦？等等，我刚才工作的内容是什么来着？
m212_startbt	我会拼尽全力的，主人！
m212_story1	你好啊，恶魔猫。我叫卢恩!
m212_story2	我很喜欢月亮……每天都要盯着月亮看。\然后有一天，我看到了她……她就像月亮一样美丽而安静。
m212_story3	哦！有可爱恶魔在身边，她一定会很开心的！我希望能看到她的笑脸！
m212_true1	嘻嘻嘻～这里稀奇古怪的东西还真不少呢～
m212_true2	荷鲁斯说，因为我是个笨蛋，所以什么都忘了。如果我的主人开始讨厌我了，该怎么办？我好担心哦……
m212_true3	我一直都在沉眠，不过有一天突然醒过来了。你不觉得这很奇怪吗？只要活着就会一直碰到不可思议的事情？
m212_victory	嘿嘿嘿！我做得很好，对吧？
m215_88_boss_long	只要你打败我，我就认可你的力量，洛洛。
m215_88_boss_short	这场战斗看来会很有趣，洛洛。
m215_88_ctskill	我不会输的，洛洛。
m215_88_death_1	下次……再会洛……
m215_88_death_2	欧洛拉之心帝国万岁洛！
m215_88_drive	这是皇族的力量洛！
m215_88_hit_1	我还没想结束呢，欧洛洛！
m215_88_hit_2	欧洛洛！
m215_88_hit_3	痒痒的洛洛。
m215_88_hit_4	欧洛洛！
m215_88_hit_5	不错嘛洛洛。
m215_88_hit_6	太慢了洛！
m215_88_hit_7	欧洛洛！
m215_88_hit_8	欧洛！
m215_88_hit_9	你以为我会败给你吗，洛？
m215_88_prskill	欧洛洛，你怕了洛？
m215_88_skill	投降吧洛！
m215_89_boss_long	只要你打败我，我就认可你的力量，洛洛。
m215_89_boss_short	这场战斗看来会很有趣，洛洛。
m215_89_ctskill	我不会输的，洛洛。
m215_89_death_1	下次……再会洛……
m215_89_death_2	欧洛拉之心帝国万岁洛！
m215_89_drive	这是皇族的力量洛！
m215_89_hit_1	我还没想结束呢，欧洛洛！
m215_89_hit_2	欧洛洛！
m215_89_hit_3	痒痒的洛洛。
m215_89_hit_4	欧洛洛！
m215_89_hit_5	不错嘛洛洛。
m215_89_hit_6	太慢了洛！
m215_89_hit_7	欧洛洛！
m215_89_hit_8	欧洛！
m215_89_hit_9	你以为我会败给你吗，洛？
m215_89_prskill	欧洛洛，你怕了洛？
m215_89_skill	投降吧洛！
m215_boss_long	欧会证明正义站在欧这一方的，洛洛！
m215_boss_short	欧会一次把你们全部解决，洛洛！
m215_ctskill	哭嚎吧，洛洛！
m215_death_1	真是太可耻了……\欧不会忘记的，洛洛！
m215_death_2	欧洛洛！
m215_drive	这样就结束了，洛洛！
m215_hit_1	糟糕了，洛洛！
m215_hit_2	欧洛！
m215_hit_3	欧洛洛……
m215_prskill	让欧看看你的本事吧，洛洛！
m215_skill	跟欧来，恶魔，洛洛！
m215_spa	欧能想象出欧洛拉之心王国的样子了。\这真是个和平的地方啊，洛洛。
m215_startbt	你找欧吗，洛洛？
m215_story1	请接受欧的道歉，洛洛！\人心真的变得很快，洛洛。\谁会想到她会迷上欧呢，洛洛？
m215_story2	酒保。\一杯马天尼，洛洛。\老样子，不加冰，洛洛。
m215_story3	不用担心，洛洛。\复仇不过是这行动的其中一步而已。\欧真正的目标是夺回欧失去的王位，\洛洛。
m215_true1	这都是欧的错，洛洛！\欧失去了帝国、失去了妻子……\都是因为欧太弱了，洛洛！
m215_true2	总有一天欧会邀请你来欧洛拉之心的，洛洛！\那里真的很美，洛洛。\欧想你会爱上那里的，洛洛。
m215_true3	你也许是个恶魔，\但欧知道你的内心深处燃烧着正义，洛洛。\别否认，洛洛。\欧们有着同样的灵魂，洛洛。
m215_victory	你觉得自己赢得了欧吗，洛洛？！
m216_boss_long	圣诞节是恶魔的好节日！
m216_boss_short	平安夜。
m216_ctskill	恶魔的节日！
m216_death_1	别以为就这么结束了……
m216_death_2	咕哇！
m216_drive	恶梦降临！
m216_hit_1	啊！
m216_hit_2	啊！
m216_hit_3	唔啊！
m216_prskill	没有礼物给你！
m216_skill	哼！
m216_spa	哼……怎么没有温泉节呢？
m216_startbt	坏孩子会受到处罚的。
m216_story1	我才没有什么新主人！\我是圣诞老人的仆人。\我的忠诚永不改变！
m216_story2	鲁道夫……妮可的雪橇手，圣诞的象征！\看我摧毁你！
m216_story3	不可原谅……你这傲慢的女人……\呜……
m216_true1	我是圣诞夜的梦魇……\我给你的礼物就是让你刻骨铭心的一晚。
m216_true2	你随时都可以骑在我背上，\但你永远不可能成为我的主人，记住这一点。
m216_true3	圣诞节是恶魔的好节日！\让我们一起成为圣诞夜的梦魇吧。
m216_victory	我们又见面了，恶魔。
m217_boss_long	我一直在等你……
m217_boss_short	你……是谁？
m217_ctskill	喝！
m217_death_1	这样就……结束了吗？
m217_death_2	唔啊！
m217_drive	逮到你啦！
m217_hit_1	呃啊！
m217_hit_2	呃……
m217_hit_3	喝！
m217_prskill	准备好受死吧！
m217_skill	停！
m217_spa	等等……我想要留下来……
m217_startbt	圣诞……快乐……
m217_story1	我的名字是……\红鼻子……\红鼻子的……\雪橇手。
m217_story2	我是……\妮可的雪橇手……\当然会……\帮忙……
m217_story3	新的愿望……\我要找到……\我真正的……\愿望……
m217_true1	妮可……来了……\我是……你的……雪橇手……\相信……我……
m217_true2	选择……我吧……\我是……你的……雪橇手……\但是……我……
m217_true3	我不记得……很久以前……许了什么愿……\告诉我……我以前……想要什么……
m217_victory	你……喜欢吗？
m223_boss_long	圣诞快乐！嘻嘻嘻……
m223_boss_short	我好想见你！
m223_ctskill	我要把你吞下去哦！
m223_death_1	我就知道会发生这种事……
m223_death_2	呜啊!
m223_drive	我有礼物要送给你！
m223_hit_1	唔啊！
m223_hit_2	好痛！
m223_hit_3	呃啊！
m223_prskill	你会很喜欢这个的！
m223_skill	滚啊！滚啊！滚啊！
m223_spa	现在没有礼物哦……\请不要叫醒我～！
m223_startbt	谁在捣蛋啊？
m223_story1	哼！我才不想把这种旧玩意儿放在雪橇上拉来拉去的。\那个恶魔为什么这么穷啊？
m223_story2	都是你害的，你这笨蛋恶魔！都是你\把圣诞老人的袋子掏空了！
m223_story3	嘿嘿嘿！真是个可怜又可悲的恶魔。\我都忍不住为他感到难过了，谁叫他那么……\可悲啊！
m223_true1	那个笨蛋恶魔是好孩子呢？还是坏孩子呢？
m223_true2	如果你妨碍圣诞老人的话，一定会后悔的！
m223_true3	我最喜欢坏孩子了，\他们的灵魂非常美味哦！
m223_victory	承蒙款待！
m236_89_boss_long	只要你打败我，我就认可你的力量，洛洛。
m236_89_boss_short	这场战斗看来会很有趣，洛洛。
m236_89_bubble_prskill	欧洛洛，你怕了洛？
m236_89_bubble_skill	投降吧洛！
m236_89_ctskill	我不会输的，洛洛。
m236_89_death_1	下次……再会洛……
m236_89_death_2	欧洛拉之心帝国万岁洛！
m236_89_drive	这是皇族的力量洛！
m236_89_hit_1	我还没想结束呢，欧洛洛！
m236_89_hit_2	欧洛洛！
m236_89_hit_3	痒痒的洛洛。
m236_89_hit_4	欧洛洛！
m236_89_hit_5	不错嘛洛洛。
m236_89_hit_6	太慢了洛！
m236_89_hit_7	欧洛洛！
m236_89_hit_8	欧洛！
m236_89_hit_9	你以为我会败给你吗，洛？
m236_89_prskill	欧洛洛，你怕了洛？
m236_89_skill	投降吧洛！
m238_89_boss_long	只要你打败我，我就认可你的力量，洛洛。
m238_89_boss_short	这场战斗看来会很有趣，洛洛。
m238_89_bubble_prskill	欧洛洛，你怕了洛？
m238_89_bubble_skill	投降吧洛！
m238_89_ctskill	我不会输的，洛洛。
m238_89_death_1	下次……再会洛……
m238_89_death_2	欧洛拉之心帝国万岁洛！
m238_89_drive	这是皇族的力量洛！
m238_89_hit_1	我还没想结束呢，欧洛洛！
m238_89_hit_2	欧洛洛！
m238_89_hit_3	痒痒的洛洛。
m238_89_hit_4	欧洛洛！
m238_89_hit_5	不错嘛洛洛。
m238_89_hit_6	太慢了洛！
m238_89_hit_7	欧洛洛！
m238_89_hit_8	欧洛！
m238_89_hit_9	你以为我会败给你吗，洛？
m238_89_prskill	欧洛洛，你怕了洛？
m238_89_skill	投降吧洛！
m239_89_boss_long	只要你打败我，我就认可你的力量，洛洛。
m239_89_boss_short	这场战斗看来会很有趣，洛洛。
m239_89_bubble_prskill	欧洛洛，你怕了洛？
m239_89_bubble_skill	投降吧洛！
m239_89_ctskill	我不会输的，洛洛。
m239_89_death_1	下次……再会洛……
m239_89_death_2	欧洛拉之心帝国万岁洛！
m239_89_drive	这是皇族的力量洛！
m239_89_hit_1	我还没想结束呢，欧洛洛！
m239_89_hit_2	欧洛洛！
m239_89_hit_3	痒痒的洛洛。
m239_89_hit_4	欧洛洛！
m239_89_hit_5	不错嘛洛洛。
m239_89_hit_6	太慢了洛！
m239_89_hit_7	欧洛洛！
m239_89_hit_8	你以为我会败给你吗，洛？
m239_89_hit_9	欧洛！
m239_89_prskill	欧洛洛，你怕了洛？
m239_89_skill	投降吧洛！
m245_boss_long	我是生物，一个被舍弃的灵魂……
m245_boss_short	我是来见你的。
m245_ctskill	我会毁了你！
m245_death_1	我是生物……\你别忘了……
m245_death_2	啊……原来如此……
m245_drive	不要站在我面前！
m245_hit_1	你真敢这么做啊！
m245_hit_2	啊，我大意了。
m245_hit_3	再来！
m245_prskill	我要让你知道我的力量！
m245_skill	换我了！
m245_spa	哇，你对我真好。\谢啦，恶魔。
m245_startbt	这次我会取回我的灵魂！
m245_story1	你的……Child？！\不，我的名字是……生物！\这是恶魔巴贝尔赐给我的！这是我唯一的名字！
m245_story2	去问问我们的创造者，\他怎么能这么轻易地定义我们……
m245_story3	不管像不像恶魔，\这都不重要！\重要的是，你就是你！
