// key	CHAT_
c001_17_boss_long	鏘～鏘！你好，可愛的主人♥
m199_story3	你打算順著這場混亂一路坐到王位嗎？\這可不是理想的方式，但對像你這種傢伙來說，也不是全然件壞事。
m199_true1	看呀，未來的魔王！呼喚樂隊吧！\如果不在的話就吹口哨吧！
m199_true2	就算有像麗莎這麼成功的魅魔在你身邊，你的能力也只有這樣嗎？
m199_true3	如果我們合作的話，我們可以打造一個前所未有的魔界！\我允許你使用我的力量，沒用的惡魔。
m199_victory	留名青史大勝利！哈－哈－哈！
m200_boss_long	膽小鬼沒資格當我對手！
m200_boss_short	堂堂正正地上吧！
m200_ctskill	勝利！
m200_death_1	命運...真是諷刺...
m200_death_2	嗚哇！
m200_drive	給你最後的警告！
m200_hit_1	嗚呃...
m200_hit_2	還真癢。
m200_hit_3	啊啊！
m200_prskill	下一個對手是誰！？
m200_skill	需要幫忙嗎？
m200_spa	你老早就該告訴我這極好的地方了。
m200_startbt	我絕不會讓這個機會溜掉的！
m200_story1	在和平的時候，能享受時就該好好享受。因為你不知道什麼時候就會失去這樣的機會。
m200_story2	所有的生命，都有走到盡頭的一天。而我在這裡。\而且獲得了新生。
m200_story3	雖然說貓很難馴服，但在充滿陽光的草地似乎對事情有幫助呢。
m200_true1	命運總是在不經意間來臨。我們的相遇也是神的安排。
m200_true2	請別拒絕我的協助。我不希望浪費掉你賜與我的機會。
m200_true3	法老是世上最偉大國度的王。我很榮幸作為她的盾。
m200_victory	我希望你之後也繼續信賴我。
m201_boss_long	士兵是永不撤退的！
m201_boss_short	投降吧！
m201_ctskill	收到！
m201_death_1	作戰失敗！撤退！
m201_death_2	呃啊…
m201_drive	讓我來結束這場戰爭吧！
m201_hit_1	哇！
m201_hit_2	啊！
m201_hit_3	哈啊！
m201_prskill	為滅絕而感到恐懼吧！
m201_skill	前進！
m201_spa	主人，敵軍…在哪裡…\嘟隆隆…
m201_startbt	大戰一場的時候到了！
m201_story1	只有勝利者能在戰場上存活下來。\戰敗可是沒有未來的。
m201_story2	戰爭是殘酷的。\如果跟主人一樣軟弱，你會是第一個送命的…
m201_story3	不管是什麼計畫，我都能完美執行！
m201_true1	主人！敵人在哪裡？\只要指給我看，我就會把他們趕盡殺絕！
m201_true2	我有自信能執行任何你下達的命令！相信我，機甲指揮官不會讓你失望的！
m201_true3	一名士兵絕不逃跑。但你很懦弱，所以我很擔心你，主人。如果你想要逃跑的話…就躲在我後面吧。
m201_victory	任務完成！
m202_boss_long	很高興見到你，我的朋友！
m202_boss_short	你好，我的朋友。
m202_ctskill	是的，遵命！
m202_death_1	呵呵呵…我必須要回到主人身邊了…
m202_death_2	啊啊啊！
m202_drive	我現在就把一切都結束掉，主人！
m202_hit_1	咕哇！
m202_hit_2	嗚啊！
m202_hit_3	快跑！
m202_prskill	出去走走吧。
m202_skill	哇啊！
m202_spa	主、主人，如果我浸到水，我…就…動不了了…
m202_startbt	你在叫我嗎，主人？
m202_story1	主人…你的心情看來很好。也許不和那個惡魔戰鬥也沒關係？
m202_story2	你還好嗎，主人？\你從不說謊，也從不做任何低劣之事。很難相信你真的是惡魔…\善良可是人們最好的特質！
m202_story3	但…等候你也是我的工作之一，主人。\我會一直等你到最後。
m202_true1	我一點沒有對成為你的Child這件事失望，主人。\我很高興可以幫助你！
m202_true2	魅魔們真的很想將你塑造成魔王。\但是你並不想成為魔王，對吧？
m202_true3	我絕不原諒任何傷害你的人，主人。\我會為了你而戰。
m202_victory	想回家了嗎？
m203_boss_long	我該唱什麼樣的歌呢？
m203_boss_short	我會為了你而唱♪
m203_ctskill	加重音~♪
m203_death_1	請…讓我歌唱…♪
m203_death_2	唔啊…！
m203_drive	現在正是高潮♪
m203_hit_1	唔啊！
m203_hit_2	呃啊！
m203_hit_3	唔啊！
m203_prskill	跳舞的時候到了！
m203_skill	一起來唱歌吧♪
m203_spa	睡吧，小寶寶♪\我們夢裡見…
m203_startbt	來好好表現一番吧♪
m203_story1	一起跳舞吧♪\唱歌歸唱歌，跳舞歸跳舞。\讓音調從安靜優美之處傳出♪
m203_story2	我的音樂並不難理解。\你看到和感覺到的，就是全部了…
m203_story3	鸚鵡唱著悲傷之歌…低語著無盡地哀傷。\啊！我的哀傷之歌永無止盡♪也許我的快樂都被你掌控了，惡魔…
m203_true1	我可以聽見歌聲♪\像是風在低語♪\是那麼地輕柔、安靜又溫和…
m203_true2	噓…安靜。\夜間之星正在唱歌♪
m203_true3	閉上眼用心聽♪\就像是黑暗中向前閃耀的光明一樣。\這首歌也會引領著你。
m203_victory	謝謝你精彩的表演♪
m206_boss_long	可別說你不知道我是誰！
m206_boss_short	可憐的小東西…\受死吧。
m206_ctskill	垃圾！
m206_death_1	我絕對不會饒了你！你等著吧！
m206_death_2	啊啊啊！
m206_drive	我們地獄再相見！
m206_hit_1	你會為此付出代價的！
m206_hit_2	啊！
m206_hit_3	唔！
m206_prskill	該死的害蟲！
m206_skill	啊哈哈哈哈！
m206_spa	四處無人…太好了。\我們開始吧。
m206_startbt	是誰想將我打得一敗塗地…？
m206_story1	我要讓你永遠閉嘴！
m206_story2	不可能！我永遠都不會成為你的部下！絕不！
m206_story3	惡名即是力量！力量就是名聲。\沒有人比我更適合做為天堂街的老大了！
m206_true1	說吧，承認你很害怕！\我看得出來你怕得發抖…\哈哈哈哈哈！
m206_true2	我對像你這種不自量力的人絕不留情。\所以像你這些的小鬼就該乖乖坐下來閉上嘴。
m206_true3	我要殺了所有阻礙我的人。\現在，我該怎麼著手呢？\我最喜歡的方式是用牙齒將敵人碎屍萬段。
m206_victory	現在你記住我了吧！
m211_boss_long	惡魔，滾回原處吧！
m211_boss_short	審判的時候終於到了！
m211_ctskill	走開！
m211_death_1	讓我…回歸天國吧。
m211_death_2	唔啊啊啊啊！
m211_drive	我的天！我的天！
m211_hit_1	唔哇啊！
m211_hit_2	好痛！
m211_hit_3	哇！
m211_prskill	我要淨化你！
m211_skill	百發百中！
m211_spa	記得要徹底的磨過一遍！要讓它們像星星一樣閃亮！
m211_startbt	我會聆聽你的禱告！
m211_story1	光是想到人類在背叛與絕望前顫抖，\哭天喊地的樣子…就讓我愉悅啊！
m211_story2	嗨！我是天使洛特！\我來聽聽你的祈禱了！
m211_story3	啊！我是可愛的天使洛特，\被無能主人所束縛…
m211_true1	嗨！我是天使洛特！\我來傳達神諭了！
m211_true2	我將賜你天使的祝福！\對喔，對惡魔來說更像是詛咒對吧？哈哈哈！
m211_true3	主人，我們來祈禱吧。等等，惡魔做不到對吧？\哈哈哈！
m211_victory	多虧了我的祝福！
m212_boss_long	早啊，我那一板一眼的朋友。
m212_boss_short	你已經到了啊？
m212_ctskill	我的力量在湧現！
m212_death_1	啊哈哈！你打歪了嗎？
m212_death_2	呃…
m212_drive	法老降臨！
m212_hit_1	哦？
m212_hit_2	哎呀！
m212_hit_3	啊！
m212_prskill	小心點！
m212_skill	怎麼了嗎！？
m212_spa	我工作太拼命，現在根本動不了！咦~？等等，我剛剛在做什麼？
m212_startbt	我會拚上全力的，主人！
m212_story1	你好啊，惡魔貓。我的名字是盧恩！
m212_story2	我很喜歡月亮…每天都要一直看著月亮。\然後有一天，我看到了她…她就像月亮一樣美麗安靜。
m212_story3	哦！有可愛惡魔在身邊，她一定會很開心的！我希望能看到她的笑臉！
m212_true1	呵呵呵，這裡還真多稀奇古怪的事物呢。
m212_true2	荷魯斯說，因為我是個笨蛋所以什麼都忘了。如果我的主人開始討厭我的話該怎麼辦？我好擔心喔...
m212_true3	我一直都在沉眠，不過有一天卻突然醒來了。你不覺得這很奇怪嗎？只要活著就會一直碰到不可思議的事情？
m212_victory	嘿嘿嘿！我做得很好，對吧？
m215_88_boss_long	只要你打敗我，我就會認可你的力量，洛洛。
m215_88_boss_short	這場戰鬥看來會很有趣，洛洛。
m215_88_ctskill	我不會輸的，洛洛！
m215_88_death_1	下次...再會洛...
m215_88_death_2	歐洛拉之心帝國萬歲洛！
m215_88_drive	這是皇族的力量洛！
m215_88_hit_1	我還沒要結束呢，歐洛洛！
m215_88_hit_2	歐洛洛！
m215_88_hit_3	癢癢的，洛洛。
m215_88_hit_4	歐洛洛！
m215_88_hit_5	不錯嘛，洛洛。
m215_88_hit_6	太慢了洛！
m215_88_hit_7	歐洛洛！
m215_88_hit_8	歐洛！
m215_88_hit_9	你以為我會敗給你嗎洛？
m215_88_prskill	歐洛洛，你怕了洛？
m215_88_skill	投降吧洛！
m215_89_boss_long	只要你打敗我，我就會認可你的力量，洛洛。
m215_89_boss_short	這場戰鬥看來會很有趣，洛洛。
m215_89_ctskill	我不會輸的，洛洛！
m215_89_death_1	下次...再會洛...
m215_89_death_2	歐洛拉之心帝國萬歲洛！
m215_89_drive	這是皇族的力量洛！
m215_89_hit_1	我還沒要結束呢，歐洛洛！
m215_89_hit_2	歐洛洛！
m215_89_hit_3	癢癢的，洛洛。
m215_89_hit_4	歐洛洛！
m215_89_hit_5	不錯嘛，洛洛。
m215_89_hit_6	太慢了洛！
m215_89_hit_7	歐洛洛！
m215_89_hit_8	歐洛！
m215_89_hit_9	你以為我會敗給你嗎洛？
m215_89_prskill	歐洛洛，你怕了洛？
m215_89_skill	投降吧洛！
m215_boss_long	歐會證明正義站在歐這一方的，洛洛！
m215_boss_short	歐會一次把你們全部解決，洛洛！
m215_ctskill	嗚，洛洛！
m215_death_1	真是太可恥了……\歐不會忘記的，洛洛！
m215_death_2	歐洛洛！
m215_drive	這樣就結束了，洛洛！
m215_hit_1	糟糕了，洛洛！
m215_hit_2	歐洛！
m215_hit_3	歐洛洛……
m215_prskill	讓歐看看你的本事吧，洛洛！
m215_skill	跟歐來，惡魔，洛洛！
m215_spa	歐能想像歐洛拉之心王國的樣子了。\真是和平的地方啊，洛洛。
m215_startbt	你找我嗎，洛洛？
m215_story1	請接受我的道歉，洛洛！\人心真的變得很快，洛洛。\誰會想到她會迷上我呢，洛洛？
m215_story2	酒保。\一杯馬丁尼，洛洛。\老樣子，不加冰，洛洛。
m215_story3	不用擔心，洛洛。\復仇不過是這行動的其中一步而已。\我真正的目標是奪回我失去的王位，\洛洛。
m215_true1	這都是歐的錯，洛洛！\失去歐的帝國、歐的妻子……\都是因為歐太弱了，洛洛！
m215_true2	有一天歐會邀請你來歐洛拉之心的，洛洛！\那裡真的很美，洛洛。\歐想你會愛上那裡的，洛洛。
m215_true3	你也許是個惡魔，\但歐知道你的內心深處燃燒著正義，洛洛。\別否認，洛洛。\歐們有著同樣的靈魂，洛洛。
m215_victory	你覺得自己贏得了歐嗎，洛洛？！
m216_boss_long	聖誕節是惡魔的好節日！
m216_boss_short	平安夜。
m216_ctskill	惡魔的節日！
m216_death_1	別以為就到此為止了…
m216_death_2	咕哇！
m216_drive	夢魘降臨！
m216_hit_1	啊！
m216_hit_2	啊！
m216_hit_3	唔啊！
m216_prskill	沒有禮物給你！
m216_skill	哼！
m216_spa	哼。怎麼沒有溫泉節呢？
m216_startbt	調皮的小孩會受到處罰的。
m216_story1	我不需要新主人！\聖誕老人，我是你的僕人。\我的忠誠是不會變的！
m216_story2	魯道夫…妮可的雪橇手…聖誕的象徵！\看我摧毀你！
m216_story3	我不會忘記這個恥辱的…你這傲慢的女人…\嗚…
m216_true1	我是聖誕夜的夢魘…\我給你的禮物就是讓你永難忘懷的一晚。
m216_true2	只要你想你隨時都可以騎在我背上。\但你永遠不可能成為我的主人。記得這一點。
m216_true3	聖誕節是惡魔的好節日！\一起行動，我們就是聖誕夜的夢魘。
m216_victory	我們又見面了，惡魔。
m217_boss_long	我會等著你的…
m217_boss_short	你…是誰？
m217_ctskill	喝！
m217_death_1	這樣就…結束了嗎？
m217_death_2	唔啊！
m217_drive	逮到你了！
m217_hit_1	呃啊！
m217_hit_2	呃…
m217_hit_3	赫！
m217_prskill	準備好受死吧！
m217_skill	給我停下！
m217_spa	等等…我想要留下來…
m217_startbt	聖誕…快樂…
m217_story1	我的名字是…\紅鼻子…\紅鼻子的…\雪橇車手。
m217_story2	我是…\妮可的雪橇手…\我當然會…\幫忙啊。
m217_story3	新的願望。\我要找到…\我真正的…\願望。
m217_true1	妮可…來了…\我會…拉你的雪橇的…\相信我…
m217_true2	選擇我吧…\我會…拉你的雪橇的…\但是…我…
m217_true3	我不記得…我很久以前…許了什麼願…\告訴我吧…我以前想要什麼？
m217_victory	你…喜歡嗎？
m223_boss_long	聖誕快樂！嘻嘻嘻…
m223_boss_short	我很想念你！
m223_ctskill	我要把你吞下去喔！
m223_death_1	我就知道這會發生…
m223_death_2	嗚啊！
m223_drive	我有禮物要送給你！
m223_hit_1	唔啊！
m223_hit_2	好痛！
m223_hit_3	呃啊！
m223_prskill	你會很喜歡這個的！
m223_skill	滾啊、滾啊、滾啊！
m223_spa	現在沒有禮物了喔…\別把我叫醒~喔！
m223_startbt	誰在搗蛋啊？
m223_story1	哼！我不想把像這樣的舊玩意兒放在雪橇上拉來拉去的。\那個惡魔為什麼這麼窮啊？
m223_story2	都是你害的，你這笨蛋惡魔！都是你\害聖誕老人的袋子空空的！
m223_story3	嘿嘿嘿！真是個可憐又可悲的惡魔。我\都忍不住為他感到難過了，誰叫他那麼…\可悲啊！
m223_true1	那個笨蛋惡魔是好孩子呢？還是壞孩子呢？
m223_true2	如果你妨礙聖誕老人的話，一定會後悔的！
m223_true3	我喜歡壞孩子。\他們的靈魂超級可口的！
m223_victory	謝謝招待！
m236_89_boss_long	只要你打敗我，我就會認可你的力量，洛洛。
m236_89_boss_short	這場戰鬥看來會很有趣，洛洛。
m236_89_bubble_prskill	歐洛洛，你怕了洛？
m236_89_bubble_skill	投降吧洛！
m236_89_ctskill	我不會輸的，洛洛！
m236_89_death_1	下次...再會洛...
m236_89_death_2	歐洛拉之心帝國萬歲洛！
m236_89_drive	這是皇族的力量洛！
m236_89_hit_1	我還沒要結束呢，歐洛洛！
m236_89_hit_2	歐洛洛！
m236_89_hit_3	癢癢的，洛洛。
m236_89_hit_4	歐洛洛！
m236_89_hit_5	不錯嘛，洛洛。
m236_89_hit_6	太慢了洛！
m236_89_hit_7	歐洛洛！
m236_89_hit_8	歐洛！
m236_89_hit_9	你以為我會敗給你嗎洛？
m236_89_prskill	歐洛洛，你怕了洛？
m236_89_skill	投降吧洛！
m238_89_boss_long	只要你打敗我，我就會認可你的力量，洛洛。
m238_89_boss_short	這場戰鬥看來會很有趣，洛洛。
m238_89_bubble_prskill	歐洛洛，你怕了洛？
m238_89_bubble_skill	投降吧洛！
m238_89_ctskill	我不會輸的，洛洛！
m238_89_death_1	下次...再會洛...
m238_89_death_2	歐洛拉之心帝國萬歲洛！
m238_89_drive	這是皇族的力量洛！
m238_89_hit_1	我還沒要結束呢，歐洛洛！
m238_89_hit_2	歐洛洛！
m238_89_hit_3	癢癢的，洛洛。
m238_89_hit_4	歐洛洛！
m238_89_hit_5	不錯嘛，洛洛。
m238_89_hit_6	太慢了洛！
m238_89_hit_7	歐洛洛！
m238_89_hit_8	歐洛！
m238_89_hit_9	你以為我會敗給你嗎洛？
m238_89_prskill	歐洛洛，你怕了洛？
m238_89_skill	投降吧洛！
