// key	CHAT_SPA_
sc539_spa_max	เจ้าควรมาด้วย เอ่อ ช่างเถอะ!\ที่แห่งนี้จะเป็นของข้าคนเดียว!
sc545_spa_1	อุ้ยตาย เจ้าพยายามจะแอบดูเหรอ? ข้าไม่ถือหรอก แต่... ข้าอาจจะตื่นเต้น
sc545_spa_2	ข้ามีงานต้องทำเยอะเลย ข้าไม่แน่ใจว่าจะมีเวลามาผ่อนคลายแบบนี้.... โอ ยังไงก็เถอะ! ข้าขอพักนะวันนี้
sc545_spa_3	นี่เป็นวันหยุดของเจ้าเหมือนกันมั้ย? เอาล่ะ... ถึงเวลาของช่วงสัมภาษณ์สุดพิเศษแล้ว! เจ้าอยากเล่าเรื่องของเจ้าให้ข้าฟังมั้ย?
sc545_spa_4	ข้าอยากรู้จะแย่แล้วว่าเจ้าเป็นยังไงบ้างช่วงที่ผ่านมานี้ เจ้าบอกเรื่องส่วนตัวและเรื่องลับๆ ให้ข้าฟังได้หมดเลยนะ ข้าจะเก็บเป็นความลับระหว่างเราสองคน
sc545_spa_5	สุดท้ายนี้ เรามา... ผลัดกันเล่าเรื่องส่วนตัวให้อีกฝ่ายฟังกันมั้ย? เจ้าเล่าเรื่องของเจ้า ส่วนข้าก็จะเล่าเรื่องของข้า ข้ามั่นใจว่าเรทติ้งทางทีวีจะต้องดีมากแน่ๆ เจ้าจะว่ายังไงล่ะ?
sc545_spa_max	โฮะโฮะ เป็นการสัมภาษณ์ที่เยี่ยมไปเลย ใช่มั้ยล่ะ? การมีช่วงเวลาแบบนี้บ้างก็ไม่ใช่เรื่องแย่อะไร
sc550_spa_1	น้ำพุร้อนนี้น่าเบื่อไปนิดนึง เจ้าว่ามั้ย?\ทำไมเราไม่ประดับประดาด้วยของตกแต่งคริสต์มาสล่ะ?
sc550_spa_2	ถ้ามีตุ๊กตาหิมะที่นี่ ก็คงน่ารักสุดๆ ไปเลยใช่มั้ย?\โอ้ เดี๋ยวก่อนนะ... มันก็จะละลายทันทีเลยใช่มั้ย?
sc550_spa_3	ทำไมข้าถึงชอบคริสต์มาสมากน่ะเหรอ?\ก็ไม่มีเหตุผลอะไรให้ไม่ชอบนี่? วันนี้เป็นวัเนกิดของข้า!
sc550_spa_4	ข้าคิดว่าเจ้าจะเปลี่ยนใจ\ถ้าเจ้าใช้เวลาในวันคริสต์มาสร่วมกับข้า\ข้ารับรองเลยว่าเจ้าจะได้สนุกแน่ๆ!
sc550_spa_5	ทำไมไม่จัดปาร์ตี้คริสต์มาส\กันที่นี่เลยล่ะ?\คริสต์มาสแสนสบายฟังดูสนุกนะว่ามั้ย?
sc550_spa_max	ขอบคุณสำหรับของขวัญ ซึ่งก็คือช่วงเวลาแสนพิเศษนี้!\ข้าจะไม่มีทางลืมวันนี้เลย!
sc552_spa_1	การอยู่เฉยๆ มันทรมานมาก
sc552_spa_2	เจ้าหวังว่าข้าจะปล่อยวางบ้างในบางครั้งเหรอ?\อย่างงั้นเหรอ?\บางทีข้าจะลองดู
sc552_spa_3	ถ้าในที่สุดข้าได้ออกไป\การทำเดี๋ยวนี้เลยกับทำในภายหลังจะต่างกันยังไง?\เอาล่ะ ก็ได้ ข้าจะนั่งเฉยๆ\เจ้าเข้มงวดมากเลย รู้ตัวมั้ย?
sc552_spa_4	ไหนๆ ก็มาถึงขนาดนี้แล้ว ข้าจะขอเพลิดเพลินกับน้ำพุร้อนให้มากกว่าคนอื่นๆ\ข้ารู้ว่าข้าจะมีความสุขมากกว่า\ถ้าข้าสนุกเป็นที่หนึ่งที่นี่
sc552_spa_5	ข้ามักจะเร่งรีบอยู่เสมอ\ดังนั้นนี่ก็เลยเป็นประสบการณ์ใหม่\และก็... ข้าอยากจะบอกว่า\มันก็ไม่แย่นะ
sc552_spa_max	เจ้ารู้มั้ยว่าในโลกมนุษย์มีคำกล่าวว่า\แม้แต่การพบกันโดยบังเอิญ\ก็เป็นเรื่องของบุญกรรมน่ะ?\หมายความว่าเราก็เชื่อมถึงกันแบบนั้นเหรอ?
sm003_spa_1	ประกายแห่งความเกรี้ยวกราดจะไม่มีวันตาย...
sm003_spa_2	ข้าไม่ใช่คนโง่นะ เจ้าพยายามจะหลอกใช้ข้า เพราะงั้นข้าจะไม่เชื่อเจ้าแม้แต่นิดเดียว!
sm003_spa_3	ข้าจะปกป้องสควีคกี้ สควีคกี้เป็นเพื่อนของข้า ครอบครัวเพียงหนึ่งเดียวของข้า
sm003_spa_max	เจ้าปีศาจ...ระวังตัวด้วย ถ้ามีอะไรเกิดขึ้นกับเจ้า เจ้าจะทำพันธสัญญากับสควีคกี้ไม่ได้อีกแล้ว
sm004_spa_1	ประกายแห่งความเกรี้ยวกราดจะไม่มีวันตาย...
