// key	CHARACTER_PROFILE_DESC_
m065_love	Piggyyy ♥
m065_profile	A Child born of the wicked thoughts of humans who gather at spiritual spots.
m066_interest	Oink?
m066_like	Oink oink?
m066_love	Piggyyy ♥
m066_profile	A Child born of the wicked thoughts of humans who gather at spiritual spots.
m067_interest	This is fun!
m067_like	That sounds good!
m067_love	Treasure me, okay?
m067_profile	A Child born of the wicked thoughts of humans who gather at spiritual spots.
m068_interest	This is fun!
m068_like	That sounds good!
m068_love	Treasure me, okay?
m068_profile	A Child born of the wicked thoughts of humans who gather at spiritual spots.
m069_interest	This is fun!
m069_like	That sounds good!
m069_love	Treasure me, okay?
m069_profile	A Child born of the wicked thoughts of humans who gather at spiritual spots.
m070_interest	Jangle...
m070_like	Jingle jangle...
m070_love	Jingle jangle jingle...
m070_profile	A Child born of the wicked thoughts of humans who gather at spiritual spots.
m071_interest	Jangle...
m071_like	Jingle jangle...
m071_love	Jingle jangle jingle...
m071_profile	A Child born of the wicked thoughts of humans who gather at spiritual spots.
m072_interest	Jangle...
m072_like	Jingle jangle...
m072_love	Jingle jangle jingle...
m072_profile	A Child born of the wicked thoughts of humans who gather at spiritual spots.
m073_interest	This is fun!
m073_like	That sounds good!
m073_love	Treasure me, okay?
m073_profile	A Child born of the wicked thoughts of humans who gather at spiritual spots.
m074_interest	This is fun!
m074_like	That sounds good!
m074_love	Treasure me, okay?
m074_profile	A Child born of the wicked thoughts of humans who gather at spiritual spots.
m075_interest	This is fun!
m075_like	That sounds good!
m075_love	Treasure me, okay?
m075_profile	A Child born of the wicked thoughts of humans who gather at spiritual spots.
m076_interest	This is fun!
m076_like	That sounds good!
m076_love	Treasure me, okay?
m076_profile	A Child born of the wicked thoughts of humans who gather at spiritual spots.
m077_interest	Oh, I'm so sorry!
m077_like	Please, listen to me!
m077_love	I entrust all my hopes\and dreams to you!
m077_profile	The Child born from a chance meeting between a demon and a ghost trapped in a toy cube.\Because it was made from a multitude of ghosts, it has multiple personality disorder. The young master gave it the name Moa to represent the many personalities vying for supremacy within it. All of them except the presently dominant one are complete oddballs, however.
m078_interest	Flutter...
m078_like	Flutter flutter...
m078_love	Flutter by...
m078_profile	A Child born of the wicked thoughts of humans who gather at spiritual spots.
m080_interest	Flutter...
m080_like	Flutter flutter...
m080_love	Flutter by...
m080_profile	A Child born of the wicked thoughts of humans who gather at spiritual spots.
m081_interest	Flutter...
m081_like	Flutter flutter...
m081_love	Flutter by...
m081_profile	A Child born of the wicked thoughts of humans who gather at spiritual spots.
m082_interest	Flutter...
m082_like	Flutter flutter...
m082_love	Flutter by...
m082_profile	A Child born of the wicked thoughts of humans who gather at spiritual spots.
m083_interest	Flutter...
m083_like	Flutter flutter...
m083_love	Flutter by...
m083_profile	A Child born of the wicked thoughts of humans who gather at spiritual spots.
m084_interest	This is fun!
m084_like	That sounds good!
m084_love	Treasure me, okay?
m084_profile	A Child born of the wicked thoughts of humans who gather at spiritual spots.
m086_interest	Jangle...
m086_like	Jingle jangle...
m086_love	Jingle jangle jingle...
m086_profile	A Child born of the wicked thoughts of humans who gather at spiritual spots.
m087_interest	Jangle...
m087_like	Jingle jangle...
m087_love	Jingle jangle jingle...
m087_profile	A Child born of the wicked thoughts of humans who gather at spiritual spots.
m089_interest	Oink?
m089_like	Oink oink?
m089_love	Piggyyy ♥
m089_profile	A Child born of the wicked thoughts of humans who gather at spiritual spots.
m090_interest	Oink?
m090_like	Oink oink?
m090_love	Piggyyy ♥
m090_profile	A Child born of the wicked thoughts of humans who gather at spiritual spots.
m092_interest	And...jab!
m092_like	I'm gonna stab you!
m092_love	Get well soon!
m092_profile	A Child born of the wicked thoughts of humans who gather at spiritual spots.
m093_interest	And...jab!
m093_like	I'm gonna stab you!
m093_love	Get well soon!
m093_profile	A Child born of the wicked thoughts of humans who gather at spiritual spots.
m095_interest	And...jab!
m095_like	I'm gonna stab you!
m095_love	Get well soon!
m095_profile	A Child born of the wicked thoughts of humans who gather at spiritual spots.
m096_interest	Fwoosh...
m096_like	Fwoosh woosh...
m096_love	Woooosh...
m096_profile	A Child born of the wicked thoughts of humans who gather at spiritual spots.
m097_interest	Fwoosh...
m097_like	Fwoosh woosh...
m097_love	Woooosh...
m097_profile	A Child born of the wicked thoughts of humans who gather at spiritual spots.
m098_interest	Fwoosh...
m098_like	Fwoosh woosh...
m098_love	Woooosh...
m098_profile	A Child born of the wicked thoughts of humans who gather at spiritual spots.
m100_interest	Fwoosh...
m100_like	Fwoosh woosh...
m100_love	Woooosh...
m100_profile	A Child born of the wicked thoughts of humans who gather at spiritual spots.
m101_interest	This is fun!
m101_like	That sounds good!
m101_love	Treasure me, okay?
m101_profile	A Child born of a human's desire for strength.
m102_interest	This is fun!
m102_like	That sounds good!
m102_love	Treasure me, okay?
m102_profile	A Child born of a human's desire for strength.
m103_interest	This is fun!
m103_like	That sounds good!
m103_love	Treasure me, okay?
m103_profile	A Child born of a human's desire for strength.
m104_interest	This is fun!
m104_like	That sounds good!
m104_love	Treasure me, okay?
m104_profile	A Child born of a human's desire for strength.
m105_interest	This is fun!
m105_like	That sounds good!
m105_love	Treasure me, okay?
m105_profile	A Child born of a human's desire for strength.
m107_interest	This is fun!
m107_like	That sounds good!
m107_love	Treasure me, okay?
m107_profile	A Child born of the wicked thoughts of humans who gather at spiritual spots.
m109_interest	This is fun!
m109_like	That sounds good!
m109_love	Treasure me, okay?
m109_profile	A Child born of the wicked thoughts of humans who gather at spiritual spots.
m110_interest	This is fun!
m110_like	That sounds good!
m110_love	Treasure me, okay?
m110_profile	A Child born of the wicked thoughts of humans who gather at spiritual spots.
m111_interest	This is fun!
m111_like	That sounds good!
m111_love	Treasure me, okay?
m111_profile	A Child born of the wicked thoughts of humans who gather at spiritual spots.
m112_interest	This is fun!
m112_like	That sounds good!
m112_love	Treasure me, okay?
m112_profile	A Child born of the wicked thoughts of humans who gather at spiritual spots.
m113_interest	This is fun!
m113_like	That sounds good!
m113_love	Treasure me, okay?
m113_profile	A Child born of the wicked thoughts of humans who gather at spiritual spots.
m114_interest	This is fun!
m114_like	That sounds good!
m114_love	Treasure me, okay?
m114_profile	A Child born of the wicked thoughts of humans who gather at spiritual spots.
m116_interest	Are ya gonna do it?
m116_like	Well, are ya?
m116_love	I'm gonna do it, kay?
m116_profile	A Child born of the wicked thoughts of humans who gather at spiritual spots.
m117_interest	Fish...
m117_like	Ish?
m117_love	Fish fish fish?
m117_profile	A Child born of the wicked thoughts of humans who gather at spiritual spots.
m118_interest	…?
m118_like	…?
m118_love	...?
m118_profile	A Child born of the wicked thoughts of humans who gather at spiritual spots.
