// key	CHAT_SPA_
sc001_spa_1	呼……没什么比宠爱自己一下更好的了♥
sc524_spa_2	我完全搞不懂妮可。你是个恶魔。她为什么\没有把你完全除掉呢？她的雪橇手对她到底多重要？
sc524_spa_3	圣诞老人真的存在。不过，\他的外表跟多数人想得不太一样。你可是见过她的。
sc524_spa_4	我一找到圣诞盒就会回家。\我会在那之后再净化你。
sc524_spa_5	你没忘记我是驱魔师，对吧？\那你为什么还要对我这么好？
sc524_spa_max	我不信任恶魔，\但要是你忏悔，我会向神为你祈祷的。
sc525_spa_1	冬、冬天里的露、露天温泉……\我、我很庆幸自己参加了争夺战。
sc525_spa_2	我、我命定的伙伴在哪？
sc525_spa_3	我、我希望自己的伙伴能聪、聪明一点。\因、因为我有点笨。只、只有一点点而已……
sc525_spa_4	跟、跟你说实话，我根、根本不想参加争夺战。\但、但我也不想一个人孤独地待在魔界。
sc525_spa_5	遇到我是你运气好。\没错，我就是你的圣诞奇迹。哈哈哈！
sc525_spa_max	我、我来自一片寒冷的大地。我、我还以为\人界各地都那么冷……但、但这里不是。
sc526_spa_1	看起来好烫……\你先进去吧。\什么？你想一起进去吗？\嗯……我很怕热。
sc526_spa_2	嗯，水温很完美。\喂，帮我拿条毛巾。
sc526_spa_3	我在热水里泡太久了，都要中暑了。\帮我拿些能喝的冷麦茶之类的吧~
sc526_spa_4	哈哈，如何？\我有大人的感觉了吗？\你看看我在温泉里\待了多久！
sc526_spa_5	这个温泉真的太棒了。\我感觉元气满满！\不知道魔界也有没有一样的。
sc526_spa_max	喂，你想见我的爸爸？\你想成为我的家人，对吧？
sc527_spa_1	我都不知道这里有那么棒的地方。\想跟我一起进去泡吗？
sc527_spa_2	嘻嘻……\你比我想的还积极。\所以你想跟我一起休息吗？
sc527_spa_3	因为我跟你在一起……\所以我现在能好好放松身心了。
sc527_spa_4	嘻嘻……\你很喜欢我，对吧？\但我不怎么喜欢很缠人的那种类型……
sc527_spa_5	如果你想的话……\我能成为你命中注定的Child。\不过前提是你不能跟拉尼小姐说，好吗？
sc527_spa_max	啊，我好开心。\没想到你为我投入了那么多的爱。\那我想我也必须用我的爱回报你了。♥
sc529_spa_1	哇，这里好棒啊！我感觉自己好像在飞！\你为什么不早点带我来这？
sc529_spa_2	我所有的担忧都融化了。\怎么？我是人类。我当然有担忧。
sc529_spa_3	下一次我想带哈索尔一起来。\你觉得她会喜欢这样的地方吗？她应该会喜欢的对吧？
sc529_spa_4	你为什么不加入我呢？很舒服的！\来吧！
sc529_spa_5	虽说我话是多了点，但能有人倾听感觉真好。\呃，你不是假装在听吧？
sc529_spa_max	我们不能再多聊一点吗？\什么？我们还没聊够吧？好吧，我只是喜欢跟你说话而已。
sc530_spa_1	啊……好温暖……\海里也有这样的温泉。\想跟我一起去吗？
sc530_spa_2	什么？\我才没不专心……\真的。
sc530_spa_3	那个……\这是我第一次泡温泉，所以……\你能教我如何好好享受温泉吗？
sc530_spa_4	所以我要泡到肩膀的位置……\我这样对吗？
sc530_spa_5	你不想跟我一起泡？\这感觉超棒的啊！
sc530_spa_max	温泉真是太棒了。\能这样休息太好了。
sc537_spa_1	这种乐园也挺不错的。\啊，这感觉真好……♪
sc537_spa_2	如果大海是凉爽的乐园，那我想这里就是温暖的乐园。
sc537_spa_3	也许我会把这里当作自己的第二个乐园。
sc537_spa_4	唷呵，唷呵♪\不想跟我一起进来吗？\我挺喜欢一个人待着的，\但这次我可以破例。
sc537_spa_5	唉，\就这样睡死，似乎也不错……\啊！不对！\我要找到自己的乐园！
sc537_spa_max	谢谢你为我展现了\这个不同的乐园。\下一个目的地，大海！
sc538_spa_1	你居然只带我这一介从者\来这样的地方，\真是个怪咖。
sc538_spa_2	你想知道在圣物里是不是不舒服？\嗯……\也不能说的确就是那样。
sc538_spa_3	你为什么站在那里盯着我看？\难道……\你开始喜欢我了？
sc538_spa_4	我是你的仆从。\我会满足你的欲望，无论什么事都可以。
sc538_spa_5	你相信我刚刚说的玩笑话？\真不幸。\如果那不是开玩笑……\那你要怎么做呢？
sc538_spa_max	身为你的仆从，只要我还活着，就会陪在你身边。
sc539_spa_1	哼，我很忙。\我当然不能待在这种地方。
sc539_spa_2	哼！你觉得这样的地方就能让我满意？\好吧，心意到了就好。
sc539_spa_3	我不介意泡在温泉里……\但别误会了。我还是生你的气！
sc539_spa_4	呵呵。好吧，你想跟我道歉？\这可远远不够。
sc539_spa_5	我会为了你在这里待久一点。\感到荣幸吧。
sc539_spa_max	你应该一起……不对，当我没说！\我要一个人独占这里！
sc545_spa_1	喔，你是想偷看吗？我不是很介意啦，不过……这样我可能会太兴奋。
sc545_spa_2	我有很多工作要做。我不大确定有没有时间像这样休息……喔，随便啦！我今天要休息。
sc545_spa_3	你今天也放假吗？那……那该是独家专访的时候了！你愿意跟我说说自己的故事吗？
sc545_spa_4	我很想知道你最近过得如何。你所有的私人秘密都能放心跟我说。我会保密的。
sc545_spa_5	最后，不如……我们分享一下彼此的私人故事吧？我们轮流说。我相信这会有很高的收视率。如何？
sc545_spa_max	呵呵，还真是不错的访谈对吧？偶而能做这样的访谈也挺好的。
sc550_spa_1	你不觉得这个温泉有点单调吗？\我们何不弄点圣诞装饰呢？
sc550_spa_2	这里摆个雪人不是很可爱吗？\啊，等等……它会融化对吧？
sc550_spa_3	我为什么会这么喜欢圣诞节？\为什么不呢？那是我的生日啊！
sc550_spa_4	我觉得你一起跟我过\圣诞节的话，就会改变想法。\我保证你一定会玩得很开心！
sc550_spa_5	我们都在这里了，\何不办场圣诞派对呢？\舒适的圣诞节不是很棒吗？
sc550_spa_max	谢谢你在这特别的日子里送的礼物！\我永远不会忘记今天的！
sc552_spa_1	我很难静下来。
sc552_spa_2	你希望我偶尔能放松一点？\是这样的吗？\也许我会的。
sc552_spa_3	如果我早晚都会出去，\那我现在做跟之后做有什么差别？\好吧，我会静下来的。\你知道你自己很严格吗？
sc552_spa_4	既然都已经这样了，我就要比任何人都更享受温泉。\如果我知道我是\这里最享受的人，那我会更开心的。
sc552_spa_5	我总是很性急，\所以这还真的是全新体验。\而且，好吧……我的意思是，\这其实不错。
sc552_spa_max	你知道人界有句话说，\即便萍水相逢\也是缘分吗？\这代表我们之间有什么连结吗？
sm003_spa_1	愤怒的火花是不会消失的……
sm003_spa_2	我又不是笨蛋。我知道你想利用我。我宁愿信鬼都不信你！
sm003_spa_3	我会保护小吱的。毕竟小吱是我的朋友——也是我唯一的家人。
sm003_spa_max	恶魔……请小心。如果你出了什么意外，就不能跟小吱订立契约了。
sm004_spa_1	愤怒的火花是不会消失的……
sm004_spa_2	我又不是笨蛋。我知道你想利用我。我宁愿信鬼都不信你！
sm004_spa_3	我会保护小吱的。毕竟小吱是我的朋友——也是我唯一的家人。
sm004_spa_max	恶魔……请小心。如果你出了什么意外，就不能跟小吱订立契约了。
sm007_spa_1	啊，进来吧，恶魔！水一点都不热。哈哈哈。
sm007_spa_2	你干嘛一直跟着我，恶魔？你觉得我像那种到处惹事的人吗？就算是，你觉得你能阻止我吗？
sm007_spa_3	我很喜欢你，恶魔。每次捉弄你，你的反应都是一样的！真的很好笑！哇哈哈！
sm007_spa_max	我每次都骗你，你为什么还要相信我？
sm036_spa_1	我们正在泡温泉，你却不想来偷看？\好无聊哦……
sm036_spa_2	想知道我的愿望吗？直接告诉你就不好玩了。不然，给你个提示好了：这种欲望每个人都有，却没人发觉。我只能说到这了。
sm036_spa_3	恶魔，我想多了解你一点。我愈了解你，就愈觉得你很有趣。
sm036_spa_max	恶魔、人类……他们虽然都恨我，但他们依旧会在需要的时候来找我，不过我从来不摆架子。
sm037_spa_1	嘻嘻嘻……别担心，我不会恶作剧的。\至少，今天不会……
sm037_spa_2	恶魔，我不需要你来插手。站在那边看着就行。看我怎么整他。哈哈哈。
sm037_spa_3	你知道人心有多阴暗、多烦人吗？压抑无聊到我想死的心都有了！真高兴自己变成了Child。哈哈哈。
sm037_spa_max	我可以告诉你如何潜入人类最深层次的欲望。首先……你要知道自己的欲望是什么。嘻嘻嘻……
sm038_spa_1	好吧。
sm038_spa_2	你不是制造我的人，恶魔。制造我的是……我内心的欲望。
sm038_spa_3	你……在那里儿多久了？你也太安静了点。太阴沉了。
sm038_spa_4	虽然战斗很累。但……你是战胜不了欲望的。
sm038_spa_5	我会找到你的欲望，然后开出一条路的。
sm038_spa_max	我很乐意……帮到你。那就是……我的价值。
sm039_spa_1	吼……
sm039_spa_2	笨蛋主人，我要杀了你！你死了之后，我要把你挫骨扬灰！
sm039_spa_3	我恨你，你这个大笨蛋！但是……小鸟儿喜欢你。到底为什么啊？
sm039_spa_max	我……不清楚Child是什么。如果你愿意教我的话……我会尽力去学的。
sm040_spa_1	偶尔休息一次，也还行嘛。
sm040_spa_2	你想知道这世界的真相？那就先放空你的心灵，心怀谦卑，在真相面前低头。
sm040_spa_3	恶魔，你的生活很艰苦。别与之对抗。接受它，你就不会痛苦了。
sm040_spa_max	你对未来感到担忧？哈哈……年轻的恶魔啊，直面它，然后勇往直前吧。这样你就能开拓出属于自己的道路了。
sm045_spa_1	你竟然偷窥我！\你最好老老实实承认！
sm045_spa_2	那个女人一定在隐瞒什么？！我在找谁？莫娜啊！那个让我契约者不开心的人！我要找到她，然后把她大卸八块！
sm045_spa_3	来吧……别抵抗了，接受我吧。我是唯一一个真正爱你的人。
sm045_spa_max	我爱你。我真的很爱你。我对你的爱至死方休！等等……我是不是已经死了？那这就代表我的爱永不休止！
sm049_spa_1	滴答……
sm049_spa_2	愚蠢的恶魔。你知道一加一是多少吗？那二乘二呢？……你不会连这都不知道吧？
sm049_spa_3	我丑？你还是撒泡尿好好照照自己的样子吧！
sm049_spa_4	我很完美。我是最好的。没人能超越我。没有人！嘻嘻嘻……
sm049_spa_max	这些事，你就算想破头皮也没用。你太笨了。我的计算太完美了，没人能找出其中的错误。哇哈哈。
sm050_spa_1	那些打扰我休息的家伙，我会砍了他们的头。
sm050_spa_2	我虽然不是故意输的，但我讨厌赢。毕竟赢了就浪费了一个送死的机会。
sm050_spa_3	所有活物从出生那天起，都在向着死亡奔去。别执迷于自己的生命了，把你的脑袋交给我吧。
sm050_spa_4	不如我杀了你，然后你再杀了我吧？这个计划完美吧？
sm050_spa_max	有人说，要趁活着的时候，好好享受生命，因为死亡会紧跟着你。那一天真的来临时，我会指引你的。
sm051_spa_1	呜呜呜……我的身体……要融化了……
sm051_spa_2	啊……死神接近了。死神，快点啊！杀了我吧！
sm051_spa_3	啊！我好想死啊！死！别拦我！
sm051_spa_4	如果你不让我死，我会先废了你的……我会用地狱的业火把你烧得一干二净的。
sm051_spa_5	死亡……会降临在所有人的身上。我怎么还没死？
sm051_spa_max	从我出生的那个瞬间起，死亡就紧跟着我了。但是我已经等不及了。啊……杀了我吧！赶快杀了我吧！
sm052_spa_1	肚子饿了，去猎点东西吃。
sm052_spa_2	你说你不想成为魔王？你竟敢扰乱丽莎的计划！
sm052_spa_3	弗雷……他怎么样关我什么事。事实上，我还挺希望看到他死在我面前的。
sm052_spa_max	丽莎就是我的道路、我的明灯。她就是我存在的理由。
sm053_spa_1	我……我不能再喝了……
sm053_spa_2	啊……我喜欢猫……\我讨厌你……\不对，我喜欢猫……\猫，猫，恶魔？
sm053_spa_3	没有猫……寻找中。\你，去找。\又小又可爱的……\啊？猫？我什么都吃！
sm053_spa_4	我喜欢恶魔，他给我好吃的……\我回报他……\把我今天的面包给他……
sm053_spa_max	小夜子……在我的梦里……\你也是……我很饿……\我还想吃……然后我\就会记得……
sm054_spa_1	热……我要热死了。我……融化了。
sm054_spa_2	我是谁？告诉我……
sm054_spa_3	恶魔？什么是恶魔？啊！好痛苦！
sm054_spa_4	我好渴！好烫！
sm054_spa_max	我是哥摩拉。哥摩拉……
sm056_spa_1	嗯？这……这是什么？你是进水了吗？
sm056_spa_2	谁想给我吃啊？我好饿！
sm056_spa_3	你是因为不想死才战斗的？哈哈哈！真是太荒唐了！战斗的目的就是杀死对手啊！
sm056_spa_4	白痴！如果有人伤害了你，那你就要反击回去！什么时候你才能做自己想做的事啊？
